timestamp_cet,air_temperature,barometric_pressure_qfe,dew_point,humidity,water_temperature,wind_direction,wind_force_avg_10min,wind_gust_max_10min,wind_speed_avg_10min,windchill
2020-01-03 00:50:00+00:00,1.1,979.9,0.1,93.0,6.8,135.0,1.0,1.7,0.4,1.1
2020-01-03 01:00:00+00:00,1.2,979.8,0.2,93.0,6.8,147.0,1.0,1.9,0.4,1.2
2020-01-03 01:10:00+00:00,1.4,979.8,0.4,93.0,6.8,132.0,0.0,1.4,0.2,1.4
2020-01-03 01:20:00+00:00,1.4,979.8,0.3,92.0,6.8,124.0,0.0,1.0,0.1,1.4
2020-01-03 01:30:00+00:00,1.5,979.9,0.5,93.0,6.8,156.0,1.0,2.2,0.5,1.5
2020-01-03 01:40:00+00:00,1.7,979.8,0.9,94.0,6.8,150.0,1.0,2.8,1.0,1.4
2020-01-03 01:50:00+00:00,1.6,979.7,0.5,93.0,6.8,128.0,1.0,2.4,0.8,1.6
2020-01-03 02:00:00+00:00,1.5,979.5,0.3,92.0,6.8,124.0,1.0,1.7,0.5,1.5
2020-01-03 02:10:00+00:00,1.4,979.4,0.3,92.0,6.8,127.0,1.0,2.0,0.5,1.4
2020-01-03 02:20:00+00:00,1.3,979.4,0.3,93.0,6.8,125.0,1.0,2.0,0.6,1.3
2020-01-03 02:30:00+00:00,1.3,979.4,0.4,93.0,6.8,111.0,1.0,1.6,0.6,1.3
2020-01-03 02:40:00+00:00,1.3,979.2,0.3,94.0,6.8,114.0,1.0,1.3,0.3,1.3
2020-01-03 02:50:00+00:00,1.2,979.1,0.4,94.0,6.8,132.0,0.0,0.7,0.0,1.2
2020-01-03 03:00:00+00:00,1.3,979.0,0.5,95.0,6.8,157.0,1.0,2.2,0.3,1.3
2020-01-03 03:10:00+00:00,1.4,978.9,0.8,96.0,6.8,145.0,1.0,1.8,0.6,1.4
2020-01-03 03:20:00+00:00,1.4,978.9,0.7,96.0,6.8,124.0,1.0,2.0,0.6,1.4
2020-01-03 03:30:00+00:00,1.3,978.9,0.6,95.0,6.8,116.0,1.0,1.8,0.8,1.3
2020-01-03 03:40:00+00:00,1.2,978.8,0.6,96.0,6.8,121.0,1.0,2.2,1.2,1.2
2020-01-03 03:50:00+00:00,1.1,978.8,0.5,96.0,6.8,113.0,1.0,1.7,0.8,1.1
2020-01-03 04:00:00+00:00,1.1,978.8,0.5,96.0,6.8,122.0,1.0,2.1,0.5,1.1
2020-01-03 04:10:00+00:00,1.0,978.8,0.5,96.0,6.8,120.0,1.0,1.8,0.6,1.0
2020-01-03 04:20:00+00:00,1.0,978.7,0.5,96.0,6.8,125.0,1.0,1.8,0.5,1.0
2020-01-03 04:30:00+00:00,1.0,978.8,0.5,96.0,6.8,138.0,1.0,1.4,0.4,1.0
2020-01-03 04:40:00+00:00,1.0,978.8,0.4,96.0,6.8,105.0,1.0,1.8,0.7,1.0
2020-01-03 04:50:00+00:00,0.9,978.8,0.4,96.0,6.8,105.0,1.0,1.1,0.3,0.9
2020-01-03 05:00:00+00:00,1.0,978.7,0.4,96.0,6.8,104.0,1.0,1.4,0.9,1.0
2020-01-03 05:10:00+00:00,1.0,978.7,0.4,96.0,6.8,115.0,1.0,1.1,0.3,1.0
2020-01-03 05:20:00+00:00,0.9,978.7,0.4,96.0,6.8,105.0,1.0,1.1,0.5,0.9
2020-01-03 05:30:00+00:00,0.9,978.7,0.4,96.0,6.8,109.0,1.0,1.2,0.5,0.9
2020-01-03 05:40:00+00:00,0.8,978.7,0.2,96.0,6.8,92.0,1.0,1.3,0.7,0.8
2020-01-03 05:50:00+00:00,0.9,978.6,0.3,96.0,6.8,101.0,1.0,1.5,0.8,0.9
2020-01-03 06:00:00+00:00,0.9,978.6,0.4,96.0,6.8,110.0,1.0,1.7,0.7,0.9
2020-01-03 06:10:00+00:00,1.0,978.7,0.5,97.0,6.8,110.0,1.0,1.7,0.7,1.0
2020-01-03 06:20:00+00:00,1.1,978.6,0.6,97.0,6.8,112.0,1.0,2.2,1.0,1.1
2020-01-03 06:30:00+00:00,1.1,978.7,0.6,96.0,6.8,109.0,0.0,1.1,0.2,1.1
2020-01-03 06:40:00+00:00,1.1,978.7,0.5,96.0,6.8,110.0,1.0,2.2,0.6,1.1
2020-01-03 06:50:00+00:00,1.1,978.7,0.4,95.0,6.8,119.0,1.0,2.0,0.7,1.1
2020-01-03 07:00:00+00:00,1.0,978.8,0.4,95.0,6.8,110.0,1.0,2.0,0.7,1.0
2020-01-03 07:10:00+00:00,1.0,979.0,0.4,95.0,6.8,118.0,0.0,1.5,0.2,1.0
2020-01-03 07:20:00+00:00,1.0,978.8,0.4,96.0,6.8,114.0,1.0,2.1,0.7,1.0
2020-01-03 07:30:00+00:00,1.0,978.7,0.5,96.0,6.8,131.0,0.0,1.4,0.1,1.0
2020-01-03 07:40:00+00:00,1.0,978.7,0.3,95.0,6.8,103.0,0.0,0.6,0.1,1.0
2020-01-03 07:50:00+00:00,0.9,978.8,0.2,95.0,6.8,85.0,0.0,1.2,0.2,0.9
2020-01-03 08:00:00+00:00,1.0,978.8,0.3,95.0,6.8,111.0,0.0,1.0,0.1,1.0
2020-01-03 08:10:00+00:00,1.1,978.9,0.5,95.0,6.8,98.0,0.0,0.9,0.1,1.1
2020-01-03 08:20:00+00:00,1.3,978.9,0.6,95.0,6.8,89.0,1.0,1.1,0.3,1.3
2020-01-03 08:30:00+00:00,1.4,978.8,0.7,95.0,6.8,97.0,1.0,1.5,0.7,1.4
2020-01-03 08:40:00+00:00,1.6,978.9,0.7,94.0,6.8,100.0,0.0,1.5,0.2,1.6
2020-01-03 08:50:00+00:00,1.7,979.0,0.8,94.0,6.8,105.0,0.0,0.6,0.0,1.7
2020-01-03 09:00:00+00:00,2.1,979.0,1.2,93.0,6.8,97.0,0.0,0.9,0.1,2.1
2020-01-03 09:10:00+00:00,2.3,978.9,1.3,93.0,6.8,121.0,0.0,0.8,0.1,2.3
2020-01-03 09:20:00+00:00,2.5,978.9,1.4,92.0,6.8,110.0,0.0,1.1,0.2,2.5
2020-01-03 09:30:00+00:00,2.6,979.0,1.3,91.0,6.8,122.0,1.0,1.3,0.4,2.6
2020-01-03 09:40:00+00:00,2.6,979.1,1.3,91.0,6.8,130.0,0.0,1.2,0.2,2.6
2020-01-03 09:50:00+00:00,2.8,979.1,1.5,91.0,6.8,0.0,0.0,0.0,0.0,2.8
2020-01-03 10:00:00+00:00,3.2,979.0,1.6,89.0,6.8,0.0,0.0,0.0,0.0,3.2
2020-01-03 10:10:00+00:00,3.6,978.9,1.8,88.0,6.8,41.0,0.0,0.9,0.1,3.6
2020-01-03 10:20:00+00:00,4.2,978.9,2.1,87.0,6.8,21.0,1.0,1.5,0.3,4.2
2020-01-03 10:30:00+00:00,4.6,978.7,2.1,84.0,6.8,139.0,1.0,1.6,0.4,4.6
2020-01-03 10:40:00+00:00,4.5,978.8,2.2,85.0,6.8,168.0,1.0,4.5,1.4,4.2
2020-01-03 10:50:00+00:00,4.5,978.8,1.9,83.0,6.8,29.0,1.0,2.9,1.0,4.5
2020-01-03 11:00:00+00:00,4.6,978.7,2.3,85.0,6.8,162.0,1.0,1.8,0.3,4.6
2020-01-03 11:10:00+00:00,4.8,978.7,2.6,86.0,6.8,171.0,1.0,3.1,1.4,4.4
2020-01-03 11:20:00+00:00,5.2,978.8,2.5,82.0,6.8,57.0,2.0,3.1,1.8,4.6
2020-01-03 11:30:00+00:00,5.7,978.7,2.1,78.0,6.8,201.0,2.0,5.8,2.0,4.2
2020-01-03 11:40:00+00:00,6.0,978.7,1.9,75.0,6.9,222.0,3.0,5.8,3.5,1.8
2020-01-03 11:50:00+00:00,6.1,978.5,1.9,74.0,6.9,188.0,2.0,5.2,2.4,3.6
2020-01-03 12:00:00+00:00,6.5,978.4,2.0,73.0,6.9,150.0,2.0,3.7,1.8,5.4
2020-01-03 12:10:00+00:00,6.5,978.5,2.0,73.0,6.9,189.0,1.0,3.9,1.0,5.9
2020-01-03 12:20:00+00:00,6.5,978.5,2.5,76.0,6.9,167.0,2.0,2.9,1.6,6.2
2020-01-03 12:30:00+00:00,6.3,978.4,2.5,77.0,6.9,1.0,1.0,2.9,1.3,5.7
2020-01-03 12:40:00+00:00,6.7,978.3,2.6,75.0,6.9,104.0,1.0,3.0,0.3,6.6
2020-01-03 12:50:00+00:00,6.9,978.2,2.7,75.0,6.9,154.0,1.0,2.8,0.9,6.7
2020-01-03 13:00:00+00:00,6.5,978.3,3.2,79.0,6.9,163.0,1.0,1.7,0.3,6.5
2020-01-03 13:10:00+00:00,6.5,978.4,3.2,79.0,6.9,86.0,0.0,1.2,0.1,6.5
2020-01-03 13:20:00+00:00,6.8,978.5,2.9,76.0,6.9,165.0,0.0,1.0,0.2,6.8
2020-01-03 13:30:00+00:00,7.0,978.6,2.9,75.0,6.9,169.0,0.0,1.8,0.1,7.0
2020-01-03 13:40:00+00:00,7.1,978.6,2.8,74.0,6.9,36.0,0.0,1.5,0.1,7.1
2020-01-03 13:50:00+00:00,7.2,978.5,3.0,75.0,6.9,50.0,0.0,0.2,0.0,7.2
2020-01-03 14:00:00+00:00,7.2,978.4,2.8,73.0,6.9,47.0,0.0,1.4,0.2,7.2
2020-01-03 14:10:00+00:00,7.3,978.4,3.2,75.0,6.9,166.0,1.0,2.7,0.7,7.2
2020-01-03 14:20:00+00:00,7.0,978.4,4.4,83.0,6.9,164.0,2.0,3.6,2.4,4.9
2020-01-03 14:30:00+00:00,6.7,978.4,4.2,84.0,6.9,158.0,2.0,5.1,3.1,4.2
2020-01-03 14:40:00+00:00,6.7,978.3,4.0,83.0,6.9,162.0,3.0,6.7,3.9,3.4
2020-01-03 14:50:00+00:00,6.7,978.3,4.0,83.0,6.9,158.0,2.0,6.3,3.3,3.5
2020-01-03 15:00:00+00:00,6.7,978.4,3.9,82.0,6.9,161.0,2.0,6.2,3.2,3.2
2020-01-03 15:10:00+00:00,6.8,978.5,4.1,83.0,6.9,168.0,2.0,4.9,2.8,4.1
2020-01-03 15:20:00+00:00,7.0,978.5,3.7,79.0,6.9,177.0,2.0,5.7,3.0,4.4
2020-01-03 15:30:00+00:00,6.8,978.5,4.4,85.0,6.9,164.0,2.0,5.1,2.9,4.1
2020-01-03 15:40:00+00:00,6.7,978.6,4.0,83.0,6.9,159.0,2.0,3.7,2.2,5.3
2020-01-03 15:50:00+00:00,6.7,978.6,4.3,85.0,6.9,154.0,2.0,3.4,1.8,6.0
2020-01-03 16:00:00+00:00,6.6,978.6,4.4,86.0,6.9,152.0,2.0,3.9,1.7,6.1
2020-01-03 16:10:00+00:00,6.4,978.7,4.3,86.0,6.9,151.0,1.0,2.9,1.4,6.3
2020-01-03 16:20:00+00:00,6.4,978.8,4.2,86.0,6.9,146.0,0.0,1.1,0.1,6.4
2020-01-03 16:30:00+00:00,6.5,979.1,4.3,86.0,6.9,312.0,0.0,1.3,0.1,6.5
2020-01-03 16:40:00+00:00,6.6,979.2,4.0,84.0,6.9,285.0,1.0,2.6,0.7,6.5
2020-01-03 16:50:00+00:00,6.9,979.1,4.0,82.0,6.9,230.0,2.0,4.9,2.0,5.4
2020-01-03 17:00:00+00:00,7.0,979.2,4.2,83.0,6.9,51.0,1.0,3.9,1.4,6.8
2020-01-03 17:10:00+00:00,7.2,979.4,4.2,81.0,6.9,169.0,3.0,6.5,3.4,4.6
2020-01-03 17:20:00+00:00,7.4,979.4,4.3,80.0,6.9,152.0,3.0,6.3,3.8,3.6
2020-01-03 17:30:00+00:00,7.4,979.6,4.4,81.0,6.9,199.0,3.0,8.0,3.5,4.2
2020-01-03 17:40:00+00:00,7.6,979.6,4.3,79.0,6.9,209.0,3.0,7.0,4.1,3.3
2020-01-03 17:50:00+00:00,7.6,979.7,4.4,80.0,6.9,213.0,2.0,5.3,3.2,4.5
2020-01-03 18:00:00+00:00,7.4,979.8,4.6,82.0,6.9,297.0,1.0,6.1,1.2,6.4
2020-01-03 18:10:00+00:00,7.2,979.9,4.8,85.0,6.9,26.0,1.0,1.6,0.3,7.2
2020-01-03 18:20:00+00:00,6.9,980.1,4.7,86.0,6.9,30.0,1.0,2.2,1.1,6.9
2020-01-03 18:30:00+00:00,6.8,980.3,4.8,87.0,6.9,9.0,1.0,1.3,0.3,6.8
2020-01-03 18:40:00+00:00,6.7,980.4,4.9,89.0,6.9,98.0,0.0,1.2,0.1,6.7
2020-01-03 18:50:00+00:00,6.6,980.4,5.0,90.0,6.9,95.0,0.0,1.4,0.2,6.6
2020-01-03 19:00:00+00:00,6.5,980.3,5.1,91.0,6.9,107.0,1.0,1.6,0.4,6.5
2020-01-03 19:10:00+00:00,6.8,980.4,5.1,89.0,6.9,109.0,2.0,5.5,2.6,5.1
2020-01-03 19:20:00+00:00,7.0,980.2,5.1,87.0,6.9,58.0,2.0,4.1,2.4,5.2
2020-01-03 19:30:00+00:00,7.1,980.3,5.1,87.0,6.9,48.0,2.0,3.2,2.0,6.1
2020-01-03 19:40:00+00:00,7.2,980.6,5.1,86.0,6.9,57.0,1.0,3.5,1.5,6.8
2020-01-03 19:50:00+00:00,7.3,980.7,5.2,86.0,6.9,72.0,1.0,2.5,1.1,7.2
2020-01-03 20:00:00+00:00,7.0,980.6,5.2,88.0,6.9,125.0,1.0,1.7,0.3,7.0
2020-01-03 20:10:00+00:00,6.7,980.7,5.0,89.0,6.9,118.0,1.0,2.2,0.6,6.7
2020-01-03 20:20:00+00:00,6.6,980.6,5.0,89.0,6.9,115.0,1.0,1.2,0.5,6.6
2020-01-03 20:30:00+00:00,6.6,980.6,4.9,89.0,6.9,113.0,1.0,1.9,0.7,6.6
2020-01-03 20:40:00+00:00,6.6,980.6,4.8,88.0,6.9,123.0,1.0,2.0,0.8,6.6
2020-01-03 20:50:00+00:00,6.6,980.6,4.7,88.0,6.9,124.0,1.0,1.5,0.5,6.6
2020-01-03 21:00:00+00:00,6.6,980.7,5.0,89.0,6.9,162.0,2.0,3.8,1.6,5.8
2020-01-03 21:10:00+00:00,6.8,980.7,5.5,92.0,6.9,156.0,2.0,3.7,2.0,5.8
2020-01-03 21:20:00+00:00,6.7,980.8,5.6,93.0,6.9,153.0,1.0,3.6,1.4,6.0
2020-01-03 21:30:00+00:00,6.6,980.8,5.4,92.0,6.9,135.0,1.0,1.9,0.4,6.6
2020-01-03 21:40:00+00:00,6.5,980.8,5.4,93.0,6.9,158.0,1.0,2.2,0.8,6.5
2020-01-03 21:50:00+00:00,6.5,980.9,5.6,94.0,6.9,157.0,2.0,3.9,2.1,5.5
2020-01-03 22:00:00+00:00,6.3,980.9,5.6,95.0,6.9,155.0,2.0,3.9,1.7,5.7
2020-01-03 22:10:00+00:00,6.2,980.9,5.6,96.0,6.9,147.0,1.0,3.1,1.2,6.1
2020-01-03 22:20:00+00:00,6.1,980.8,5.6,96.0,6.9,131.0,1.0,2.0,0.4,6.1
2020-01-03 22:30:00+00:00,6.2,980.8,5.6,96.0,6.9,157.0,1.0,2.5,0.8,6.1
2020-01-03 22:40:00+00:00,6.3,980.9,5.8,97.0,6.9,143.0,1.0,3.0,0.7,6.3
2020-01-03 22:50:00+00:00,6.2,981.0,5.7,97.0,6.9,125.0,1.0,1.4,0.3,6.2
2020-01-03 23:00:00+00:00,6.3,981.0,5.8,97.0,6.9,132.0,1.0,2.8,0.4,6.2
2020-01-03 23:10:00+00:00,6.3,981.0,5.7,96.0,6.9,117.0,0.0,0.7,0.1,6.3
2020-01-03 23:20:00+00:00,6.3,981.0,5.6,96.0,6.9,122.0,0.0,0.1,0.0,6.3
2020-01-03 23:30:00+00:00,6.4,981.0,5.6,95.0,6.9,155.0,0.0,0.5,0.0,6.4
2020-01-03 23:40:00+00:00,6.4,980.9,5.6,95.0,6.9,121.0,1.0,1.7,0.5,6.4
2020-01-03 23:50:00+00:00,6.4,980.8,5.7,95.0,6.9,106.0,0.0,1.0,0.1,6.4
2020-01-04 00:00:00+00:00,6.5,980.7,5.6,94.0,6.9,137.0,0.0,0.0,0.0,6.5
2020-01-04 00:10:00+00:00,6.6,980.7,5.7,94.0,6.9,163.0,1.0,2.5,0.9,6.4
2020-01-04 00:20:00+00:00,6.7,980.6,6.0,95.0,6.9,161.0,2.0,5.0,2.8,4.7
2020-01-04 00:30:00+00:00,6.6,980.6,6.1,97.0,6.9,158.0,2.0,4.6,2.6,4.7
2020-01-04 00:40:00+00:00,6.6,980.6,6.2,97.0,6.9,161.0,3.0,5.3,3.4,3.8
2020-01-04 00:50:00+00:00,6.7,980.6,6.0,96.0,6.9,160.0,3.0,6.1,3.5,3.2
2020-01-04 01:00:00+00:00,6.8,980.7,6.0,94.0,6.9,157.0,2.0,4.7,2.9,4.3
2020-01-04 01:10:00+00:00,6.7,980.7,5.9,95.0,6.9,150.0,2.0,3.7,1.7,6.3
2020-01-04 01:20:00+00:00,6.6,980.8,5.9,96.0,6.9,147.0,1.0,3.2,1.3,6.5
2020-01-04 01:30:00+00:00,6.6,980.8,5.9,95.0,6.9,138.0,1.0,1.8,0.6,6.6
2020-01-04 01:40:00+00:00,6.6,981.0,5.5,93.0,6.9,152.0,1.0,2.5,0.4,6.6
2020-01-04 01:50:00+00:00,7.0,981.1,5.5,90.0,6.9,169.0,1.0,3.2,1.4,6.7
2020-01-04 02:00:00+00:00,7.4,981.1,5.0,85.0,6.9,113.0,2.0,5.0,2.2,6.2
2020-01-04 02:10:00+00:00,8.1,981.2,4.8,80.0,6.9,132.0,2.0,4.8,2.6,5.9
2020-01-04 02:20:00+00:00,8.3,981.1,4.7,78.0,6.9,127.0,2.0,5.2,3.0,5.3
2020-01-04 02:30:00+00:00,8.4,981.1,4.8,78.0,6.9,127.0,2.0,5.7,2.8,6.0
2020-01-04 02:40:00+00:00,8.4,981.1,5.0,79.0,6.9,125.0,2.0,4.3,2.1,7.1
2020-01-04 02:50:00+00:00,8.4,981.2,4.7,78.0,6.9,108.0,2.0,4.0,2.2,6.9
2020-01-04 03:00:00+00:00,8.4,981.1,4.8,78.0,6.9,74.0,1.0,2.9,1.3,8.1
2020-01-04 03:10:00+00:00,8.3,981.1,4.9,79.0,6.9,67.0,2.0,4.2,2.6,6.2
2020-01-04 03:20:00+00:00,8.3,981.1,4.9,79.0,6.9,49.0,2.0,3.9,2.0,7.3
2020-01-04 03:30:00+00:00,8.3,981.0,4.8,79.0,6.9,28.0,1.0,3.0,1.4,7.9
2020-01-04 03:40:00+00:00,8.3,980.9,4.9,79.0,6.9,1.0,1.0,3.3,0.7,7.9
2020-01-04 03:50:00+00:00,8.1,980.9,4.8,80.0,6.9,150.0,1.0,1.6,0.3,8.1
2020-01-04 04:00:00+00:00,8.0,981.0,4.8,80.0,6.9,116.0,0.0,1.0,0.2,8.0
2020-01-04 04:10:00+00:00,7.9,980.9,4.8,81.0,6.9,151.0,1.0,2.6,0.9,7.7
2020-01-04 04:20:00+00:00,7.9,980.8,5.0,82.0,6.9,38.0,1.0,3.3,0.8,7.8
2020-01-04 04:30:00+00:00,8.1,980.8,4.7,79.0,6.9,102.0,2.0,5.0,2.8,5.8
2020-01-04 04:40:00+00:00,8.2,980.7,4.8,79.0,6.9,173.0,1.0,3.7,1.1,7.7
2020-01-04 04:50:00+00:00,8.0,980.8,5.3,83.0,6.9,165.0,2.0,4.2,1.7,7.2
2020-01-04 05:00:00+00:00,7.6,980.8,5.7,87.0,6.9,156.0,1.0,2.5,1.0,7.6
2020-01-04 05:10:00+00:00,7.4,980.9,5.7,89.0,6.9,167.0,1.0,2.6,0.9,7.3
2020-01-04 05:20:00+00:00,7.5,981.0,5.4,87.0,6.9,62.0,1.0,2.7,1.3,7.2
2020-01-04 05:30:00+00:00,7.9,981.0,4.9,82.0,6.9,114.0,2.0,3.3,2.3,6.3
2020-01-04 05:40:00+00:00,8.2,981.1,4.9,79.0,6.9,131.0,2.0,3.5,2.3,6.7
2020-01-04 05:50:00+00:00,8.4,981.2,4.9,79.0,6.9,153.0,2.0,3.6,2.0,7.5
2020-01-04 06:00:00+00:00,8.3,981.3,5.0,80.0,6.9,160.0,2.0,3.9,2.4,6.7
2020-01-04 06:10:00+00:00,8.3,981.4,5.0,80.0,6.9,172.0,2.0,3.8,2.7,5.7
2020-01-04 06:20:00+00:00,8.4,981.4,4.9,79.0,6.9,153.0,2.0,5.3,2.8,6.2
2020-01-04 06:30:00+00:00,8.5,981.3,4.9,78.0,6.9,162.0,3.0,6.0,3.7,4.6
2020-01-04 06:40:00+00:00,8.5,981.3,4.9,78.0,6.9,171.0,3.0,8.3,4.4,4.3
2020-01-04 06:50:00+00:00,8.4,981.5,5.0,79.0,6.9,179.0,3.0,6.5,3.4,5.2
2020-01-04 07:00:00+00:00,8.4,981.6,5.0,79.0,6.9,167.0,3.0,7.0,3.6,4.3
2020-01-04 07:10:00+00:00,8.4,981.6,5.1,80.0,6.9,100.0,2.0,3.5,2.4,6.4
2020-01-04 07:20:00+00:00,8.3,981.7,5.0,80.0,6.9,117.0,2.0,4.1,2.6,5.9
2020-01-04 07:30:00+00:00,8.4,981.8,5.0,79.0,6.9,77.0,2.0,4.3,1.6,7.9
2020-01-04 07:40:00+00:00,8.3,981.9,5.1,80.0,6.9,77.0,1.0,3.4,1.5,8.0
2020-01-04 07:50:00+00:00,8.3,981.8,5.1,80.0,6.9,142.0,2.0,3.7,1.6,7.7
2020-01-04 08:00:00+00:00,8.3,981.9,5.1,80.0,6.9,186.0,2.0,5.5,3.1,5.3
2020-01-04 08:10:00+00:00,8.3,982.0,5.1,80.0,6.9,243.0,2.0,5.5,2.9,5.8
2020-01-04 08:20:00+00:00,8.2,982.2,5.3,82.0,6.9,228.0,2.0,5.4,3.3,4.7
2020-01-04 08:30:00+00:00,8.1,982.3,5.3,83.0,6.9,170.0,2.0,4.4,2.7,5.6
2020-01-04 08:40:00+00:00,7.9,982.3,5.5,85.0,6.9,176.0,2.0,5.7,2.8,5.6
2020-01-04 08:50:00+00:00,7.8,982.3,5.6,86.0,6.9,155.0,2.0,5.0,2.3,6.3
2020-01-04 09:00:00+00:00,7.7,982.4,5.7,87.0,6.9,194.0,2.0,6.1,2.9,5.4
2020-01-04 09:10:00+00:00,7.6,982.4,5.7,88.0,6.9,192.0,2.0,4.2,2.3,5.9
2020-01-04 09:20:00+00:00,7.5,982.5,5.8,89.0,6.9,174.0,2.0,3.6,2.1,6.5
2020-01-04 09:30:00+00:00,7.6,982.6,5.7,88.0,6.9,225.0,2.0,6.4,3.3,5.0
2020-01-04 09:40:00+00:00,7.7,982.7,5.7,87.0,6.9,270.0,3.0,6.1,3.6,4.2
2020-01-04 09:50:00+00:00,7.6,982.8,5.9,89.0,6.9,282.0,2.0,5.2,2.4,5.6
2020-01-04 10:00:00+00:00,7.5,982.9,6.1,91.0,6.9,322.0,1.0,3.4,1.5,7.1
2020-01-04 10:10:00+00:00,7.4,983.1,6.0,91.0,6.9,311.0,1.0,2.7,1.5,7.3
2020-01-04 10:20:00+00:00,7.3,983.1,6.1,92.0,6.9,298.0,1.0,2.1,1.1,7.3
2020-01-04 10:30:00+00:00,7.1,983.2,6.0,93.0,6.9,286.0,2.0,3.5,2.2,5.9
2020-01-04 10:40:00+00:00,7.0,983.3,6.0,93.0,6.9,295.0,2.0,3.2,1.7,6.7
2020-01-04 10:50:00+00:00,7.0,983.4,5.6,91.0,6.9,299.0,2.0,4.1,2.6,4.9
2020-01-04 11:00:00+00:00,7.1,983.4,5.3,88.0,6.9,292.0,2.0,4.1,2.5,5.2
2020-01-04 11:10:00+00:00,7.2,983.4,5.1,87.0,6.9,295.0,2.0,5.3,2.4,5.6
2020-01-04 11:20:00+00:00,7.2,983.5,4.9,85.0,6.9,296.0,3.0,7.5,3.8,3.7
2020-01-04 11:30:00+00:00,7.2,983.6,4.8,84.0,6.9,293.0,3.0,6.9,4.0,3.6
2020-01-04 11:40:00+00:00,7.1,983.5,4.6,84.0,6.9,289.0,3.0,6.6,4.3,2.9
2020-01-04 11:50:00+00:00,7.2,983.3,4.5,83.0,6.9,292.0,3.0,5.8,3.8,3.0
2020-01-04 12:00:00+00:00,7.1,983.1,4.3,82.0,6.9,298.0,3.0,5.3,3.4,3.8
2020-01-04 12:10:00+00:00,7.0,983.1,4.3,83.0,6.9,300.0,3.0,5.7,3.4,3.8
2020-01-04 12:20:00+00:00,7.0,983.1,4.2,83.0,6.9,306.0,2.0,6.1,3.0,3.9
2020-01-04 12:30:00+00:00,7.0,983.0,4.2,82.0,6.9,300.0,2.0,4.0,2.6,4.6
2020-01-04 12:40:00+00:00,6.8,983.2,3.9,82.0,6.9,296.0,3.0,6.7,4.4,2.4
2020-01-04 12:50:00+00:00,6.6,983.2,3.8,82.0,6.9,285.0,3.0,6.7,4.2,2.1
2020-01-04 13:00:00+00:00,6.5,983.1,3.8,83.0,6.9,282.0,2.0,5.2,3.2,2.8
2020-01-04 13:10:00+00:00,6.5,983.3,3.8,83.0,6.9,303.0,2.0,4.3,2.4,4.6
2020-01-04 13:20:00+00:00,6.4,983.4,3.4,81.0,6.9,302.0,2.0,4.8,3.1,3.1
2020-01-04 13:30:00+00:00,6.4,983.5,3.4,81.0,6.9,295.0,3.0,6.0,3.4,2.6
2020-01-04 13:40:00+00:00,6.3,983.7,3.2,81.0,6.9,291.0,2.0,5.3,2.3,4.6
2020-01-04 13:50:00+00:00,6.3,983.7,3.2,81.0,6.9,289.0,2.0,3.7,2.1,4.7
2020-01-04 14:00:00+00:00,6.2,983.7,3.0,80.0,6.9,300.0,2.0,3.3,1.8,5.4
2020-01-04 14:10:00+00:00,6.1,983.6,2.8,79.0,6.9,298.0,2.0,4.2,2.1,4.6
2020-01-04 14:20:00+00:00,6.1,983.6,2.7,79.0,6.9,298.0,2.0,4.3,2.2,4.3
2020-01-04 14:30:00+00:00,6.0,983.7,2.5,78.0,6.9,307.0,2.0,4.2,2.2,4.4
2020-01-04 14:40:00+00:00,6.0,983.8,2.5,79.0,6.9,308.0,2.0,3.7,2.0,4.7
2020-01-04 14:50:00+00:00,5.9,983.9,2.5,78.0,6.9,309.0,2.0,4.0,2.2,4.1
2020-01-04 15:00:00+00:00,5.9,984.0,2.6,79.0,6.9,298.0,1.0,3.0,1.5,5.7
2020-01-04 15:10:00+00:00,5.9,984.0,2.5,79.0,6.9,309.0,1.0,2.0,0.7,5.9
2020-01-04 15:20:00+00:00,5.8,984.1,2.3,78.0,6.9,286.0,1.0,2.9,1.4,5.7
2020-01-04 15:30:00+00:00,5.9,984.1,2.4,78.0,6.9,283.0,1.0,1.8,1.1,5.9
2020-01-04 15:40:00+00:00,5.9,984.2,2.2,77.0,6.9,284.0,1.0,2.1,1.2,5.9
2020-01-04 15:50:00+00:00,5.9,984.2,2.0,76.0,6.9,271.0,1.0,2.3,1.3,5.9
2020-01-04 16:00:00+00:00,5.9,984.3,2.1,77.0,6.9,265.0,1.0,1.8,1.0,5.9
2020-01-04 16:10:00+00:00,5.8,984.5,1.8,75.0,6.9,271.0,1.0,1.4,0.4,5.8
2020-01-04 16:20:00+00:00,5.7,984.6,1.6,75.0,6.9,273.0,1.0,1.6,0.3,5.7
2020-01-04 16:30:00+00:00,5.7,984.6,1.3,73.0,6.9,277.0,1.0,2.5,1.3,5.6
2020-01-04 16:40:00+00:00,5.7,984.6,1.3,74.0,6.9,283.0,1.0,2.3,1.0,5.6
2020-01-04 16:50:00+00:00,5.7,984.5,1.3,74.0,6.9,241.0,1.0,1.4,0.7,5.7
2020-01-04 17:00:00+00:00,5.6,984.7,1.3,73.0,6.9,212.0,1.0,1.7,0.5,5.6
2020-01-04 17:10:00+00:00,5.7,984.8,1.4,74.0,6.9,218.0,1.0,2.2,1.4,5.7
2020-01-04 17:20:00+00:00,5.7,984.8,1.6,75.0,6.9,212.0,1.0,1.9,1.1,5.7
